Book,Chapter,Verse,ASY,TRL,ENG
,,28,ܒܪܘܿܢܵܐ ܕܡܲܠܟܝܼ، ܒܪܘܿܢܵܐ ܕܐܲܕܲܝ، ܒܪܘܿܢܵܐ ܕܩܘܿܣܵܡ، ܒܪܘܿܢܵܐ ܕܐܲܠܡܘܿܕܵܕ، ܒܪܘܿܢܵܐ ܕܥܝܼܪ،,"Broona dmalkee, broona daday, broona dqoosam, broona dalmoodad, broona d'eer,","the son of Melchi, the son of Addi, the son of Cosam, the son of Elmadam, the son of Er,"
,,29,ܒܪܘܿܢܵܐ ܕܝܘܿܣܹܐ، ܒܪܘܿܢܵܐ ܕܐܹܠܝܼܥܵܙܲܪ، ܒܪܘܿܢܵܐ ܕܝܘܿܪܵܡ، ܒܪܘܿܢܵܐ ܕܡܲܬܬܲܬ، ܒܪܘܿܢܵܐ ܕܠܹܘܝܼ،,"Broona dyoose, broona delee'azar, broona dyooram, broona dmattat, broona dlewee,","the son of Jesus, the son of Eliezer, the son of Jorim, the son of Matthat, the son of Levi,"
,,30,ܒܪܘܿܢܵܐ ܕܫܸܡܥܘܿܢ، ܒܪܘܿܢܵܐ ܕܝܼܗܘܼܕܵܐ، ܒܪܘܿܢܵܐ ܕܝܵܘܣܸܦ، ܒܪܘܿܢܵܐ ܕܝܘܿܪܵܡ، ܒܪܘܿܢܵܐ ܕܐܸܠܝܵܩܝܼܡ،,"Broona dshim'oon, broona deehoeda, broona dyawsip, broona dyooram, broona dilyaqeem,","the son of Symeon, the son of Judas, the son of Joseph, the son of Jonam, the son of Eliakim,"
,,31,ܒܪܘܿܢܵܐ ܕܡܲܠܝܵܐ، ܒܪܘܿܢܵܐ ܕܡܲܐܢܝܼ، ܒܪܘܿܢܵܐ ܕܡܲܛܬܵܐ، ܒܪܘܿܢܵܐ ܕܢܵܬܵܢ، ܒܪܘܿܢܵܐ ܕܕܵܘܝܼܕ،,"Broona dmalya, broona dmanee, broona dmaṭta, broona dnatan, broona ddaweed,","the son of Melea, the son of Menna, the son of Mattatha, the son of Nathan, the son of David,"
,,32,ܒܪܘܿܢܵܐ ܕܐܝܼܫܲܝ، ܒܪܘܿܢܵܐ ܕܥܘܿܒ݂ܝܼܕ، ܒܪܘܿܢܵܐ ܕܒܵܥܵܙ، ܒܪܘܿܢܵܐ ܕܣܲܠܡܘܿܢ، ܒܪܘܿܢܵܐ ܕܢܸܚܫܘܿܢ،,"Broona deeshay, broona d'ooweed, broona dba'az, broona dsalmoon, broona dnikhshoon,","the son of Jesse, the son of Obed, the son of Boaz, the son of Salmon, the son of Nahshon,"
,,33,ܒܪܘܿܢܵܐ ܕܥܲܡܝܼܢܵܕܵܒ݂، ܒܪܘܿܢܵܐ ܕܐܵܪܵܡ، ܒܪܘܿܢܵܐ ܕܚܸܨܪܘܿܢ، ܒܪܘܿܢܵܐ ܕܦܲܪܨ، ܒܪܘܿܢܵܐ ܕܝܼܗܘܼܕܵܐ،,"Broona d'ameenadaw, broona daram, broona dkhiṣroon, broona dparṣ, broona deehoeda,","the son of Amminadab, the son of Arni, the son of Hezron, the son of Perez, the son of Judah,"
,,34,ܒܪܘܿܢܵܐ ܕܝܲܥܩܘܿܒ݂، ܒܪܘܿܢܵܐ ܕܐܝܼܣܚܵܩ، ܒܪܘܿܢܵܐ ܕܐܲܒ݂ܪܵܗܵܡ، ܒܪܘܿܢܵܐ ܕܬܲܪܚ، ܒܪܘܿܢܵܐ ܕܢܵܚܘܿܪ،,"Broona dya'qoow, broona deeskhaq, broona dawraham, broona dtarkh, broona dnakhoor,","the son of Jacob, the son of Isaac, the son of Abraham, the son of Terah, the son of Nahor,"
,,35,ܒܪܘܿܢܵܐ ܕܣܵܪܘܿܓ݂، ܒܪܘܿܢܵܐ ܕܐܲܪܥܘܿ، ܒܪܘܿܢܵܐ ܕܦܵܠܵܓ݂، ܒܪܘܿܢܵܐ ܕܥܵܒ݂ܵܪ، ܒܪܘܿܢܵܐ ܕܫܵܠܵܚ،,"Broona dsaroogh, broona dar'oo, broona dpalagh, broona d'awar, broona dshalakh,","the son of Serug, the son of Reu, the son of Peleg, the son of Eber, the son of Shelah,"
,,36,ܒܪܘܿܢܵܐ ܕܩܲܝܢܵܢ، ܒܪܘܿܢܵܐ ܕܐܲܪܦܲܟ݂ܫܵܕ، ܒܪܘܿܢܵܐ ܕܫܹܝܡ، ܒܪܘܿܢܵܐ ܕܢܘܿܚ، ܒܪܘܿܢܵܐ ܕܠܲܡܟ،,"Broona dqaynan, broona darpakhshad, broona dsheym, broona dnookh, broona dlamk,","the son of Cainan, the son of Arphaxad, the son of Shem, the son of Noah, the son of Lamech,"
,,37,ܒܪܘܿܢܵܐ ܕܡܲܬܘܼܫܠܲܚ، ܒܪܘܿܢܵܐ ܕܚܢܘܿܟ݂، ܒܪܘܿܢܵܐ ܕܝܲܪܕ، ܒܪܘܿܢܵܐ ܕܡܲܗܠܵܠܵܐܹܝܠ، ܒܪܘܿܢܵܐ ܕܩܲܝܢܵܢ،,"Broona dmatoeshlakh, broona dkhnookh, broona dyard, broona dmahlalaeyl, broona dqaynan,","the son of Methuselah, the son of Enoch, the son of Jared, the son of Mahalaleel, the son of Cainan,"
,,38,ܒܪܘܿܢܵܐ ܕܐܵܢܘܿܫ، ܒܪܘܿܢܵܐ ܕܫܹܝܬ، ܒܪܘܿܢܵܐ ܕܐܵܕܵܡ، ܕܡ̣ܢ ܐܲܠܵܗܵܐ.,"Broona danoosh, broona dsheyt, broona dadam, dmin Alaha.","the son of Enos, the son of Seth, the son of Adam, the son of God."
,4.0,1,ܕܝܼܪܹܗ ܝܼܫܘܿܥ ܡ̣ܢ ܝܘܿܪܕܢܵܢ ܡܸܠܝܵܐ ܡ̣ܢ ܪܘܼܚܵܐ ܕܩܘܼܕܫܵܐ، ܘܠܘܼܒܸܠ ܠܹܗ ܐܸܠܹܗ ܪܘܼܚܵܐ ܠܒܲܪܝܼܵܐ،,"Deereh eeshoo' min yoordnan milya min roekha dqoedsha, o loebil-leh ileh roekha lbareea,","And Jesus, full of the Holy Spirit, returned from the Jordan, and was led by the Spirit in the wilderness"
,,2,ܐܲܪܒܥܝܼ ܝܵܘܡܵܢܹ̈ܐ ܦܝܼܫ ܠܹܗ ܓ̰ܘܼܪܒܵܐ ܡ̣ܢ ܐܵܟܹܠܩܲܪܨܵܐ. ܠܵܐ ܐ݇ܟ݂ܝܼܠ ܠܹܗ ܡܸܢܕܝܼ ܒܐܵܢܝܼ ܝܵܘܡܵܢܹ̈ܐ، ܘܐܝܼܡܲܢ ܕܬܘܼܡܸܡ ܠܗܘܿܢ، ܒܚܲܪܬܵܐ ܟܦܝܼܢܹܗ.,"Arb'ee yawmane peesh-leh joerba min akelqarṣa. La kheel-leh mindee banee yawmane, o eeman dtoemim-lhoon, bkharta kpeeneh.","during forty days, being tempted of the devil. And he did eat nothing in those days: and when they were completed, he hungered."
,,3,ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܹܗ ܐܵܟܹܠܩܲܪܨܵܐ، ”ܐܸܢ ܒܪܘܿܢܵܐ ܕܐܲܠܵܗܵܐ ܝܘܸܬ، ܦܩܘܿܕ ܠܐܵܗܵܐ ܟܹܐܦܵܐ ܕܗܵܘܹܐ ܠܲܚܡܵܐ.“,"O meereh ileh akelqarṣa, ”in broona dalaha ywit, pqood-laha kepa dhawe lakhma.“","And the devil said unto him, If thou art the Son of God, command this stone that it become bread."
,,4,ܓ̰ܘܼܘܸܒ ܠܹܗ ܝܼܫܘܿܥ ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܹܗ، ”ܟܬܝܼܒ݂ܵܐ ܝܠܹܗ: ܠܹܐ ܝܠܵܗ̇ ܒܠܲܚܡܵܐ ܐܲܚܟ̰ܝܼ ܕܟܹܐ ܚܵܝܹܐ ܒܲܪܢܵܫܵܐ، ܐܸܠܵܐ ܒܟܠ ܗܹܡܸܙܡܵܢ ܕܐܲܠܵܗܵܐ.“,"Joewib-leh eeshoo' o meereh ileh, ”kteewa-yleh: le-ylaha blakhma akhchee dke khaye barnasha, ila bkl hemizman dalaha.“","And Jesus answered unto him, It is written, Man shall not live by bread alone."
,,5,ܘܡܘܼܐܣܸܩ ܠܹܗ ܐܸܠܹܗ ܐܵܟܹܠܩܲܪܨܵܐ ܠܛܘܼܪܵܐ ܪܵܡܵܐ، ܘܡܘܼܚܙܹܐ ܠܹܗ ܐܸܠܹܗ ܟܠܲܝܗܝ ܡܲܠܟܘܵܬܹ̈ܐ ܕܐܲܪܥܵܐ ܒܥܕܵܢܵܐ ܟܪܝܼܬܵܐ،,"O moesiq-leh ileh akelqarṣa lṭoera rama, o moekhze-leh ileh klayhy malkwate dar'a b'dana kreeta,","And he led him up, and shewed him all the kingdoms of the world in a moment of time."
,,6,ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܹܗ، ”ܐܸܠܘܼܟ݂ ܒܸܬ ܝܵܗ݇ܒܹܢ ܟܠܹܗ ܐܵܗܵܐ ܫܘܼܠܛܵܢܵܐ ܘܚܸܩܪܵܐ ܕܐܲܢܹܐ ܡܲܠܟܘܵܬܹ̈ܐ، ܣܵܒܵܒ ܐܸܠܝܼ ܦܝܼܫܵܐ ܝܠܹܗ ܣܘܼܦܝܵܐ، ܘܠܡ̇ܢ ܕܒܵܥܹܝܢ ܒܸܬ ܝܵܗ݇ܒܹܢܹܗ،,"O meereh ileh, ”iloekh bit yaben kleh aha shoelṭana o khiqra dane malkwate, sabab ilee peesha-yleh soepya, o lman dba'eyn bit yabeneh,","And the devil said unto him, To thee will I give all this authority, and the glory of them: for it hath been delivered unto me; and to whomsoever I will I give it."
,,7,”ܐܸܢ ܟܵܝܦܹܬ ܘܣܵܓ݂ܕܹܬ ܐܸܠܝܼ، ܐܸܠܘܼܟ݂ ܒܸܬ ܝܵܗ݇ܒܹܢܹܗ ܟܠܹܗ.“,"”In kaypet o saghdet ilee, iloekh bit yabeneh kleh.“","If thou therefore wilt worship before me, it shall all be thine."
,,8,ܐܝܼܢܵܐ ܝܼܫܘܿܥ ܓ̰ܘܼܘܸܒ ܠܹܗ ܐܸܠܹܗ، ”ܟܬܝܼܒ݂ܵܐ ܝܠܹܗ: ܠܡܵܪܝܵܐ ܐܲܠܵܗܘܼܟ݂ ܣܵܓ݂ܕܹܬ، ܘܐܸܠܹܗ ܒܢܲܦ̮ܫܹܗ ܥܵܒ݂ܕܹܬ ܚܸܠܡܲܬ.“,"Eena eeshoo' joewib-leh ileh, ”kteewa-yleh: lmarya alahoekh saghdet, o ileh bnawsheh 'awdet khilmat.“","And Jesus answered and said unto him, It is written, Thou shalt worship the Lord thy God, and him only shalt thou serve."
,,9,ܗ̇ܝܓܵܗ ܠܘܼܒܸܠ ܠܹܗ ܐܸܠܹܗ ܣܵܛܵܢܵܐ ܠܐܘܿܪܸܫܠܸܡ، ܘܡܘܼܟܠܹܐ ܠܹܗ ܐܸܠܹܗ ܥܲܠ ܟܸܢܦܵܐ ܕܗܲܝܟܠܵܐ، ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܹܗ، ”ܐܸܢ ܐܲܢ݇ܬ ܒܪܘܿܢܵܐ ܕܐܲܠܵܗܵܐ ܝܘܸܬ، ܪܲܦܝܼ ܠܵܗ̇ ܓܵܢܘܼܟ݂ ܠܠܬܸܚܬ،,"Haygah loebil-leh ileh saṭana loorishlim, o moekle-leh ileh 'al kinpa dhaykla, o meereh ileh, ”in at broona dalaha ywit, rapee-laha ganoekh lltikht,","And he led him to Jerusalem, and set him on the pinnacle of the temple, and said unto him, If thou art the Son of God, cast thyself down from hence:"
,,10,”ܣܵܒܵܒ ܟܬܝܼܒ݂ܵܐ ܝܠܹܗ: ܒܸܬ ܦܵܩܹܕ ܠܡܲܠܲܐܟ݂ܘܼ̈ܗܝ ܕܢܵܛܪܝܼ ܠܘܼܟ݂،,"”Sabab kteewa-yleh: bit paqed lmalakhoehy dnaṭree-loekh,","for it is written, He shall give his angels charge concerning thee, to guard thee:"
,,11,ܘܥܲܠ ܐܝܼܕܵܬܲܝ̈ܗܝ ܒܸܬ ܛܵܥܢܝܼ ܠܘܼܟ݂، ܕܠܵܐ ܬܲܪܩܸܠܵܐ ܒܟܹܐܦܵܐ ܐܲܩܠܘܼܟ݂.“,"O 'al eedatayhy bit ṭa'nee-loekh, dla tarqila bkepa aqloekh.“","and, On their hands they shall bear thee up, Lest haply thou dash thy foot against a stone."
,,12,ܐܝܼܢܵܐ ܝܼܫܘܿܥ ܓ̰ܘܼܘܸܒ ܠܹܗ ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܹܗ، ”ܟܬܝܼܒ݂ܵܐ ܝܠܹܗ: ܠܵܐ ܓ̰ܲܪܒܸܬ ܠܡܵܪܝܵܐ ܐܲܠܵܗܘܼܟ݂.“,"Eena eeshoo' joewib-leh o meereh ileh, ”kteewa-yleh: la jarbit lmarya alahoekh.“","And Jesus answering said unto him, It is said, Thou shalt not tempt the Lord thy God."
,,13,ܘܟܲܕ ܦܪܝܼܩ ܠܹܗ ܐܵܟܹܠܩܲܪܨܵܐ ܡ̣ܢ ܟܠܲܝܗܝ ܓ̰ܘܼܪ̈ܵܒܘܼܗܝ، ܫܒ݂ܝܼܩ ܠܹܗ ܠܝܼܫܘܿܥ ܩܵܐ ܚܲܕ ܙܲܒ݂ܢܵܐ.,"O kad preeq-leh akelqarṣa min klayhy joeraboehy, shweeq-leh leeshoo' qa khad zawna.","And when the devil had completed every temptation, he departed from him for a season."
,,14,ܝܼܫܘܿܥ ܕܝܼܪܹܗ ܠܓܠܝܼܠܵܐ ܒܚܲܝܠܵܐ ܕܪܘܼܚܵܐ، ܘܦܝܼܫ ܠܵܗ̇ ܫܡܝܼܥܬܵܐ ܒܘܼܬ ܕܝܼܹܗ ܒܟܠܹܗ ܐܲܬܪܵܐ ܘܒܟܠܲܝܗܝ ܓܹܒܵܢܹ̈ܐ.,"Eeshoo' deereh lgleela bkhayla droekha, o peesh-laha shmee'ta boet dee-eh bkleh atra o bklayhy gebane.",And Jesus returned in the power of the Spirit into Galilee: and a fame went out concerning him through all the region round about.
,,15,ܘܟܹܐ ܡܲܠܸܦ ܗ݇ܘܵܐ ܓܵܘ ܟܢܘܼܫܝܵܬܲܝ̈ܗܝ، ܘܟܹܐ ܦܵܐܹܫ ܗ݇ܘܵܐ ܚܩܝܼܪܵܐ ܡ̣ܢ ܟܠ ܐ݇ܢܵܫܵܐ.,"O ke malip wa gaw knoeshyatayhy, o ke paesh wa khqeera min kl nasha.","And he taught in their synagogues, being glorified of all."
,,16,ܐ݇ܬܹܐ ܠܹܗ ܝܼܫܘܿܥ ܠܢܵܨܪܲܬ ܐܲܝܟܵܐ ܕܝܼܗ݇ܘܵܐ ܓܘܼܪܘܸܣܵܐ، ܘܥܒ݂ܝܼܪܹܗ ܠܟܢܘܼܫܬܵܐ ܒܝܵܘܡܵܐ ܕܫܲܒܬܵܐ ܕܵܐܟ݂ܝܼ ܕܐܝܼܬ ܗ݇ܘܵܐ ܠܹܗ ܥܵܕܲܬ، ܘܩܝܼܡ ܠܹܗ ܠܸܩܪܵܝܵܐ.,"te-leh eeshoo' lnaṣrat ayka deewa goerwisa, o 'weereh lknoeshta byawma dshabta dakhee deet wa-leh 'adat, o qeem-leh liqraya.","And he came to Nazareth, where he had been brought up: and he entered, as his custom was, into the synagogue on the sabbath day, and stood up to read."
,,17,ܦܝܼܫ ܠܹܗ ܝܘܼܗ݇ܒ݂ܵܐ ܐܸܠܹܗ ܟܬܵܒ݂ܵܐ ܕܐܹܫܲܥܝܵܐ ܢܒ݂ܝܼܵܐ. ܦܬܝܼܚ ܠܹܗ ܟܬܵܒ݂ܵܐ ܘܡܘܼܫ݇ܟ̰ܸܚ ܠܹܗ ܕܘܼܟܵܐ ܐܲܝܟܵܐ ܕܟܬܝܼܒ݂ܵܐ ܝܠܹܗ:,Peesh-leh yoewa ileh ktawa desha'ya nweea. Pteekh-leh ktawa o moechikh-leh doeka ayka dkteewa-yleh:,"And there was delivered unto him the book of the prophet Isaiah. And he opened the book, and found the place where it was written,"
,,18,ܪܘܼܚܵܐ ܕܡܵܪܝܵܐ ܥܲܠܝܼ ܝܠܹܗ، ܣܵܒܵܒ ܩܲܡ ܡܵܫܹܚ ܠܝܼ ܕܡܲܟܪܸܙܸܢ ܠܡܸܣܟܹܢܹ̈ܐ، ܘܩܲܡ ܫܲܕܸܪܝܼ ܕܒܲܣܡܸܢ ܠܬܒ݂ܝܼܪܹ̈ܐ ܕܠܸܒܵܐ، ܘܡܲܟܪܸܙܸܢ ܚܹܐܪܘܼܬܵܐ ܠܐܲܣܝܼܪܹ̈ܐ، ܘܚܙܵܝܬܵܐ ܠܣܸܡܝܹ̈ܐ، ܘܚܹܐܪܘܼܬܵܐ ܠܡܘܼܠܝܸܨܹ̈ܐ،,"Roekha dmarya 'alee-yleh, sabab qam mashekh-lee dmakrizin lmiskene, o qam shadiree dbasmin ltweere dliba, o makrizin kheroeta laseere, o khzayta lsimye, o kheroeta lmoelyiṣe,","The Spirit of the Lord is upon me, Because he anointed me to preach good tidings to the poor: He hath sent me to proclaim release to the captives, And recovering of sight to the blind, To set at liberty them that are bruised,"
,,19,ܘܡܲܟܪܸܙܸܢ ܫܹܢ݇ܬܵܐ ܩܘܼܒܸܠܬܵܐ ܕܡܵܪܝܵܐ.,O makrizin sheta qoebilta dmarya.,To proclaim the acceptable year of the Lord.
,,20,ܟܪܝܼܟ݂ ܠܹܗ ܠܟܬܵܒ݂ܵܐ ܘܝܘܼܗ݇ܒܸܠ ܠܹܗ ܠܡܫܲܡܫܵܢܵܐ، ܘܝ݇ܬܝܼܒ݂ ܠܹܗ. ܘܟܠܲܝܗܝ ܐܵܢܝܼ ܕܝܼܗ݇ܘܵܘ ܓܵܘ ܟܢܘܼܫܬܵܐ ܚܵܝܪܝܼ ܗ݇ܘܵܘ ܒܝܼܹܗ.,"Kreekh-leh lktawa o yoebil-leh lmshamshana, o teew-leh. O klayhy anee deewaw gaw knoeshta khayree waw bee-eh.","And he closed the book, and gave it back to the attendant, and sat down: and the eyes of all in the synagogue were fastened on him."
,,21,ܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ ܝܼܫܘܿܥ، ”ܐܸܕܝܘܿܡ ܦܝܼܫ ܠܹܗ ܬܘܼܡܸܡܵܐ ܐܵܗܵܐ ܟܬܵܒ݂ܵܐ ܐܲܝܟ݂ ܕܫܡܝܼܥ ܠܵܘܟ݂ܘܿܢ.“,"meereh ilayhy eeshoo', ”idyoom peesh-leh toemima aha ktawa aykh dshmee' lawkhoon.“","And he began to say unto them, Today hath this scripture been fulfilled in your ears."
,,22,ܘܟܠܲܝܗܝ ܟܹܐ ܗܲܡܙܸܡܝܼ ܗ݇ܘܵܘ ܨܦܵܝܝܼ ܒܘܼܬ ܕܝܼܹܗ، ܘܥܲܓ̰ܒܝܼ ܗ݇ܘܵܘ ܒܗܹܡܸܙܡܵܢܹ̈ܐ ܕܫܵܦܵܩܲܬ ܕܦܵܠܛܝܼ ܗ݇ܘܵܘ ܡ̣ܢ ܦܘܼܡܹܗ، ܘܒܲܩܪܝܼ ܗ݇ܘܵܘ، ”ܠܹܐ ܝܠܹܗ ܐܵܗܵܐ ܒܪܘܿܢܵܐ ܕܝܵܘܣܸܦ؟“,"O klayhy ke hamzimee waw ṣpayee boet dee-eh, o 'ajbee waw bhemizmane dshapaqat dpalṭee waw min poemeh, o baqree waw, ”le-yleh aha broona dyawsip?“","And all bare him witness, and wondered at the words of grace which proceeded out of his mouth: and they said, Is not this Joseph’s son?"
,,23,ܓ̰ܘܼܘܸܒ ܠܹܗ ܐܸܠܲܝܗܝ ܝܼܫܘܿܥ، ”ܫܲܪܝܼܪܵܐܝܼܬ ܒܸܬ ܐܵܡܪܝܼܬܘܿܢ ܐܸܠܝܼ ܐܵܗܵܐ ܡܲܬܠܵܐ: ’ܐܵܣܝܵܐ ܒܲܣܸܡ ܓܵܢܘܼܟ݂.‘ ܘܒܸܬ ܐܵܡܪܝܼܬܘܿܢ، ’ܟܠ ܡܸܢܕܝܼ ܕܫܡܝܼܥ ܠܲܢ ܕܥܒ݂ܝܼܕ ܠܘܼܟ݂ ܒܟܦܲܪܢܵܚܘܿܡ، ܥܒ݂ܘܿܕ ܐܘܼܦ ܠܐܲܟ݂ܵܐ ܓܵܘ ܡܵܬܘܼܟ݂.‘“,"Joewib-leh ilayhy eeshoo', ”shareeraeet bit amreetoon ilee aha matla: ’asya basim ganoekh.‘ o bit amreetoon, ’kl mindee dshmee' lan d'weed-loekh bkparnakhoom, 'wood oep lakha gaw matoekh.‘“","And he said unto them, Doubtless ye will say unto me this parable, Physician, heal thyself: whatsoever we have heard done at Capernaum, do also here in thine own country."
,,24,ܗ̇ܝܓܵܗ ܝܼܫܘܿܥ ܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ، ”ܬܪܘܼܨܵܐ ܒܹܐܡܵܪܵܐ ܝܘܸܢ ܐܸܠܵܘܟ݂ܘܿܢ، ܠܲܝܬ ܢܒ݂ܝܼܵܐ ܕܦܵܐܹܫ ܩܘܼܒܠܵܐ ܓܵܘ ܡܕܝܼܢ݇ܬܹܗ.,"Haygah eeshoo' meereh ilayhy, ”troeṣa bemara ywin ilawkhoon, layt nweea dpaesh qoebla gaw mdeeteh.","And he said, Verily I say unto you, No prophet is acceptable in his own country."
,,25,”ܒܫܲܪܝܼܪܘܼܬܵܐ ܒܹܐܡܵܪܵܐ ܝܘܸܢ ܐܸܠܵܘܟ݂ܘܿܢ، ܪܵܒܵܐ ܐܲܪ̈ܡܸܠܝܵܬܹܐ ܐܝܼܬ ܗ݇ܘܵܘ ܓܵܘ ܝܼܣܪܵܝܹܠ ܒܝܵܘܡܵܢܹ̈ܐ ܕܐܹܠܝܼܵܐ ܢܒ݂ܝܼܵܐ ܐܝܼܡܲܢ ܕܫܡܲܝܵܐ ܠܵܐ ܝܘܼܗ݇ܒܸܠ ܠܵܗ̇ ܡܸܛܪܵܐ ܬܠܵܬ ܫܸܢܹ̈ܐ ܘܦܲܠܓܹܐ، ܘܗܘܹܐ ܠܹܗ ܟܸܦܢܵܐ ܓܘܼܪܵܐ ܒܟܠܵܗ̇ ܐܲܪܥܵܐ.,"”Bshareeroeta bemara ywin ilawkhoon, raba armilyate eet waw gaw eesrayel byawmane deleea nweea eeman dshmaya la yoebil-laha miṭra tlat shine o palge, o hwe-leh kipna goera bklaha ar'a.","But of a truth I say unto you, There were many widows in Israel in the days of Elijah, when the heaven was shut up three years and six months, when there came a great famine over all the land;"
,,26,”ܐܝܼܢܵܐ ܠܟܸܣ ܐܘܼܦ ܚܕܵܐ ܡܸܢܲܝܗܝ ܠܵܐ ܦܝܼܫ ܠܹܗ ܫܘܼܕܪܵܐ ܐܹܠܝܼܵܐ، ܫܒ݂ܘܿܩ ܡ̣ܢ ܠܟܸܣ ܚܕܵܐ ܒܲܟ݂ܬܵܐ ܐܲܪܡܸܠܬܵܐ، ܠܨܲܪܦܲܬ ܕܨܲܝܕܘܿܢ.,"”Eena lkis oep khda minayhy la peesh-leh shoedra eleea, shwooq min lkis khda bakhta armilta, lṣarpat dṣaydoon.","and unto none of them was Elijah sent, but only to Zarephath, in the land of Sidon, unto a woman that was a widow."
,,27,”ܘܪܵܒܵܐ ܓܸܪ̈ܒ݂ܵܢܹܐ ܐܝܼܬ ܗ݇ܘܵܘ ܓܵܘ ܝܼܣܪܵܝܹܠ ܒܝܵܘܡܵܢܹ̈ܐ ܕܐܹܠܝܼܫܲܥ ܢܒ݂ܝܼܵܐ، ܐܝܼܢܵܐ ܐܘܼܦ ܚܲܕ ܡܸܢܲܝܗܝ ܠܵܐ ܦܝܼܫ ܠܹܗ ܕܘܼܟ݂ܝܵܐ، ܐܸܠܵܐ ܢܲܥܡܵܢ ܐܵܪܵܡܵܝܵܐ.“,"”O raba girwane eet waw gaw eesrayel byawmane deleesha' nweea, eena oep khad minayhy la peesh-leh doekhya, ila na'man aramaya.“","And there were many lepers in Israel in the time of Elisha the prophet; and none of them was cleansed, but only Naaman the Syrian."
,,28,ܘܟܲܕ ܐܵܢܝܼ ܕܝܼܗ݇ܘܵܘ ܓܵܘ ܟܢܘܼܫܬܵܐ ܫܡܝܼܥ ܠܗܘܿܢ ܐܲܢܹܐ، ܦܝܼܫ ܠܗܘܿܢ ܡܸܠܝܹܐ ܚܸܡܬܵܐ ܟܠܲܝܗܝ.,"O kad anee deewaw gaw knoeshta shmee' lhoon ane, peesh-lhoon milye khimta klayhy.","And they were all filled with wrath in the synagogue, as they heard these things;"
,,29,ܩܝܼܡ ܠܗܘܿܢ ܘܦܘܼܠܸܛ ܠܗܘܿܢ ܐܸܠܹܗ ܠܒܲܕܲܪ ܡ̣ܢ ܡܕܝܼܢ݇ܬܵܐ، ܘܡܘܼܐܬܹܐ ܠܗܘܿܢ ܐܸܠܹܗ ܠܓܒ݂ܝܼܢܵܐ ܕܛܘܼܪܵܐ ܐܲܝܟܵܐ ܕܡܕܝܼܢ݇ܬܲܝܗܝ ܒܢܝܼܬܵܐ ܝܗ݇ܘܵܐ ܥܲܠܘܼܗܝ، ܕܪܲܦܝܼ ܗ݇ܘܵܘ ܠܹܗ ܠܠܬܸܚܬ.,"Qeem-lhoon o poeliṭ-lhoon ileh lbadar min mdeeta, o moete-lhoon ileh lgweena dṭoera ayka dmdeetayhy bneeta ywa 'aloehy, drapee waw-leh lltikht.","and they rose up, and cast him forth out of the city, and led him unto the brow of the hill whereon their city was built, that they might throw him down headlong."
,,30,ܐܝܼܢܵܐ ܗ̇ܘ ܥܒ݂ܝܼܪܹܗ ܡ̣ܢ ܓܵܘܲܝܗܝ ܘܐ݇ܙܝܼܠ ܠܹܗ.,Eena haw 'weereh min gawayhy o zeel-leh.,But he passing through the midst of them went his way.
,,31,ܘܨܠܹܐ ܠܹܗ ܝܼܫܘܿܥ ܠܟܦܲܪܢܵܚܘܿܡ، ܡܕܝܼܢ݇ܬܵܐ ܕܓܵܘ ܓܠܝܼܠܵܐ، ܘܡܲܠܸܦ ܗ݇ܘܵܐ ܠܗܘܿܢ ܒܝܵܘܡܵܢܹ̈ܐ ܕܫܲܒܬܵܐ.,"O ṣle-leh eeshoo' lkparnakhoom, mdeeta dgaw gleela, o malip wa-lhoon byawmane dshabta.","And he came down to Capernaum, a city of Galilee. And he was teaching them on the sabbath day:"
,,32,ܟܹܐ ܥܲܓ̰ܒܝܼ ܗ݇ܘܵܘ ܒܝܘܼܠܦܵܢܹܗ، ܣܵܒܵܒ ܐܝܼܬ ܗ݇ܘܵܐ ܫܘܼܠܛܵܢܵܐ ܒܗܹܡܸܙܡܵܢܘܼ̈ܗܝ.,"Ke 'ajbee waw byoelpaneh, sabab eet wa shoelṭana bhemizmanoehy.",and they were astonished at his teaching; for his word was with authority.
,,33,ܐܝܼܬ ܗ݇ܘܵܐ ܓܵܘ ܟܢܘܼܫܬܵܐ ܚܲܕ ܐ݇ܢܵܫܵܐ ܕܐܝܼܬ ܗ݇ܘܵܐ ܒܝܼܹܗ ܪܘܼܚܵܐ ܕܫܹܐܕܵܐ ܛܲܡܐܹܐ، ܘܡܘܼܩܘܸܚ ܠܹܗ ܒܩܵܠܵܐ ܪܵܡܵܐ،,"Eet wa gaw knoeshta khad nasha deet wa bee-eh roekha dsheda ṭame, o moeqwikh-leh bqala rama,","And in the synagogue there was a man, which had a spirit of an unclean devil; and he cried out with a loud voice,"
